SL,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
831,peanut bar,209,13.5,1.9,6.7,4.3,19,16.9,6.2,1.6,0,0.059,0.6,0,0.051,0.042,0,0.093,3.2,0.3,0.089,0,0,1.6,0,31.2,0.3,0.4,44,0.5,123.2,162.8,0.043,1.6,71.9
832,milk cereal bar,103,2.7,2.3,0.3,0.01,18,11.5,1.6,0.1,1.5,0.087,2.2,0.085,0.2,0.094,0.046,0.2,2,0.1,0.2,3.9,0.027,0.1,0.002,102.5,0.028,1.5,5.3,0.055,38.8,63.5,0.041,0.2,130.334
833,almond rice bar,128,5.7,1.1,2.1,2.2,18.1,0,2,1,0,0,1.9,0,0.4,0,0,0.4,4.9,0.2,0.5,3.2,0,0,0,20.7,0.057,1.8,19.9,0.4,46.8,64.1,0,1.5,52.5
834,fruit nut squares,55,1.3,0.1,0.2,1,10.3,6.4,0.3,0.3,0,0.086,1.9,0,0.033,0.021,0,0.014,0.008,0.099,0.049,0.065,0,0.004,0.068,2.4,0.054,0.1,3.5,0.052,7.6,11.5,0.068,0.034,14.762
835,rice wheat cereal bar,90,2,0,1.4,0.5,16,7,2,0.4,0,0.1,1.7,0,0.2,0.013,0,0.2,2,0.018,0.2,0,0,0.6,0.058,6.8,0.01,0.6,10.1,0.3,29.9,31.5,0.097,0.4,27.8
836,crisped rice bar,113,3.8,1.5,1.1,1,20.4,0,1.4,0.6,0,0.01,2,0,0.1,0.019,0,0.2,2,0,0.2,0,0,0,0,5.9,0.045,1.8,13.4,0.3,37.5,47,0.02,0.2,33.9
837,brown rice raw,685,5.4,1.1,2,1.9,142.9,1.6,14.7,6.5,0,0.086,19.2,0,0.7,0.014,0,0.2,9.4,2.8,0.9,0,0,2.2,0.024,42.6,0.5,2.7,264.6,6.9,616.1,412.6,0.038,3.7,214.8
838,rice pilaf cooked,352,8.8,1.8,3.7,3,61.1,0.6,7,1.4,0,1,158.2,0.055,0.4,0,0,0.012,4.4,0.6,0.3,0,0,0.6,0,69,0.1,2,26.2,0.7,114.2,164.2,0.049,0.9,149.399
839,beef flavored rice raw,657,2.3,0,0,0,139.1,0,19.8,2.9,0,2.4,15.1,0,1.3,0,0,0.2,9.7,1,0.3,0,0,0.3,0,58.6,0.3,5.2,62.2,1.7,228.8,309.3,0.068,2.5,227.9
840,wild rice cooked,166,0.6,0.078,0.03,0.3,35,1.2,6.5,3,0,0.008,121.2,0,0.044,0.051,0,0.1,2.1,0.3,0.2,0,0,0.4,0.047,4.9,0.2,1,52.5,0.5,134.5,165.6,0.016,2.2,51
841,wild rice raw,571,1.7,0.2,0.3,1.1,119.8,4,23.6,9.9,0,0.051,12.4,0,0.2,0.2,0,0.4,10.8,1.7,0.6,0,0,1.3,0.004,33.6,0.8,3.1,283.2,2.1,692.8,683.2,0.025,9.5,191.7
842,congee with pork shrimp and squid plus egg,178,0.3,39.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
843,white rice pasta cooked,246,5.7,1.1,2.3,1.9,43.3,0,5.1,5.1,2,1.1,144.9,0,0.2,0.074,0,0.2,3.6,0.6,0.2,0.4,0,0,0,16.2,0.048,1.9,24.2,0.4,74.7,84.8,0,0.6,77.7
844,chicken flavored rice raw,601,2.2,0.7,0.6,0.8,127.3,4,17.9,2,0,2.1,13.8,0,1,0,0,0.2,8.6,0.9,0.3,0,0,0.3,0,30.2,0.3,4.7,52.1,1.7,211.7,257,0.011,2.3,184.3
845,instant white rice raw,361,0.9,0.1,0.1,0.2,78.2,0.026,7.4,1.8,0,0.039,8,0,0.9,0.3,0,0.044,6.7,0.4,0.1,0,0,0.079,0.095,20.9,0.2,6,13.3,0.9,112.1,25.7,0.011,1.4,115.2
846,rice crisps,107,0.4,0.065,0.017,0.09,24.1,2.3,1.8,0.2,0,0.2,1.1,0.2,0.6,0,0,0.7,7.3,0.006,0.8,12.9,0,0.003,0,1.4,0.08,2.9,6.7,0.3,26.9,30.2,0.096,0.3,43.9
847,parboiled white rice raw,692,1.9,0.5,0.5,0.6,149.6,0.6,13.9,3.3,0,0.055,18.2,0,1.1,0.5,0,0.054,9.3,1.2,0.8,0,0,0.088,0.078,131.4,0.5,6.2,50,1.9,283.1,321.9,0.038,1.9,306.3
848,instant white rice cooked,193,0.8,0.088,0.1,0.032,41.4,0,3.6,1,0,0.001,118.8,0,0.1,0.1,0,0.059,2.9,0.075,0.059,0,0,0.008,0,13.2,0.088,2.9,8.3,0.6,61.1,14.9,0.006,0.8,62.9
849,rice pilaf raw,732,2.8,0,0,0,155.7,3.1,21.3,2.4,0,2.7,16.4,0.088,1.2,0,0,0.2,12.5,1.5,0.8,0,0,0.066,0,169.3,0.3,5,65.3,1.8,314.2,383.5,0.037,2.1,356.56
850,rice cracker cake,111,1.2,0.2,0.4,0.4,23,0.2,2,1.2,0,0.097,1.6,0,0.011,0.092,0,0.049,2.2,0,0.057,0,0,0.4,0.063,3.1,0.1,0.4,37.1,0,101.9,121.1,0.06,0.8,30.9
851,parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0,0.088,111.2,0,0.3,0.1,0,0.098,3.6,0.5,0.2,0,0,0.074,0,30,0.1,2.9,14.2,0.6,86.9,88.5,0.055,0.6,80.7
852,white rice steamed,199,0.4,0,0,0,44.7,0,4.2,1.2,0,0.009,82.5,0,0.031,0.01,0,0.012,0.7,0,0.006,0,0,0,0,6.6,0.027,0.5,6.6,0.6,43.6,26.4,0,0.9,57.6
853,brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0,0.024,0.5,0,0.013,0.025,0,0.079,0.7,0.012,0.071,0,0,0.1,0.096,1,0.08,0.1,11.8,0.3,32.4,26.1,0.099,0.3,9.8
854,glutinous white rice raw,685,1,0.2,0.4,0.4,151.1,0,12.6,5.2,0,0.015,19.4,0,0.3,0.017,0,0.1,4,1.5,0.2,0,0,0,0,20.4,0.3,3,42.6,1.8,131.4,142.5,0.038,2.2,193.3
855,white rice pasta raw,600,4,0.7,1,1.6,122.8,0,15.3,0,3.3,3,11.6,0,1.2,0.3,0.007,0.4,11.4,1.1,0.2,1,0,0,0,75,0.4,6.5,65.2,1.7,257.5,340.7,0.099,2,224.6
856,glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0,0.027,133.3,0,0.01,0.012,0,0.025,0.5,0.4,0.033,0,0,0.031,0,3.5,0.017,0.2,8.7,0.5,13.9,17.4,0.072,0.7,45.9
857,brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0,0.086,142.3,0,0.2,0.007,0,0.016,2.6,0.6,0.3,0,0,0.074,0.071,19.5,0.2,1,85.8,1.8,150.2,154.1,0.093,1.2,75.9
858,beef flavored rice cooked,319,7.9,2.1,3.5,2.9,54.4,0,7,1.5,0,0.9,175.2,0,0.4,0,0,0.04,3.3,0.4,0.022,0,0,0.7,0,24.7,0.1,2.2,24.7,0.6,81.5,118.6,0.063,1,97.7
859,white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0,0.077,108.1,0,0.3,0.073,0,0.009,2.3,0.6,0.1,0,0,0.031,0,15.8,0.1,1.9,19,0.7,67.9,55.3,0.059,0.8,67.5
860,chicken flavored rice cooked,317,8,1.7,3.3,2.7,54.8,1.5,6.2,1.6,0,0.9,161.5,0.068,0.3,0,0,0.018,3.3,0.4,0.1,0,0,0.6,0,16.3,0.1,2.2,23.3,0.7,83.9,135.1,0.088,1.1,89.138
861,white rice raw,675,1.2,0.3,0.4,0.3,147.9,0.2,13.2,2.4,0,0.081,21.5,0,1.1,0.4,0,0.091,7.8,1.9,0.3,0,0,0.2,0.08,51.8,0.4,8,46.3,2,212.8,212.8,0.057,2,224.5
862,cheese imitation,441,36.2,6.6,16,12,1.1,1.1,28.3,0,17,0.8,42.9,0.1,0.053,0.098,0.034,0.4,0.093,0,0.034,0,0,0.3,0.037,796.7,0.05,0.8,33.9,0,598.9,62.2,0.063,3.4,863.2
863,cheshire cheese,110,8.7,5.5,2.5,0.2,1.4,0,6.6,0,29.1,0.2,10.7,0.004,0.082,0.074,0.071,0.099,0.071,0.1,0.075,0,0,0,0,182,0.035,0.005,5.9,0.02,131.3,26.9,0.006,0.8,198.767
864,monterey cheese,421,34.2,21.5,9.9,1,0.8,0.6,27.7,0,100.6,0.7,46.3,0.2,0.068,0.002,0.022,0.4,0.1,0.2,0.072,0,0.089,0.3,0.036,843,0.019,0.8,30.5,0.061,501.7,91.5,0.021,3.4,906.7
865,edam cheese,107,8.3,5.6,2.4,0.2,0.4,0,7.5,0,26.7,0.3,12.5,0.03,0.08,0.048,0.086,0.1,0.004,0.029,0.014,0,0.055,0.03,0.084,219.3,0.072,0.1,9,0.08,160.8,56.4,0.028,1.1,235.628
866,fontina cheese,420,33.6,20.7,9.4,1.8,1.7,1.7,27.6,0,125.3,0.9,41,0.3,0.018,0.1,0.044,0.2,0.2,0.5,0.072,0,0.044,0.3,0.021,594,0.087,0.2,15.1,0.03,373.7,69.1,0.052,3.8,657.4
867,monterey cheese low fat,350,24.4,15.9,6.4,0.9,0.8,0.6,31.9,0,73.5,0.6,52,0.2,0.04,0.049,0.007,0.4,0.1,0,0.077,0,0.002,0.2,0.074,796.7,0.089,0.8,30.5,0,501.7,91.5,0.03,3.4,854.8
868,colby cheese,445,36.3,22.8,10.5,1.1,2.9,0.6,26.8,0,107.4,0.7,43.2,0.3,0.029,0.071,0.089,0.4,0.1,0.2,0.084,0,0.053,0.3,0.073,774.1,0.047,0.9,29.4,0.01,516.4,143.5,0.023,3.5,841.3
869,american cheese,93,7.9,4.5,2.1,0.3,0.9,0.6,4.5,0,25,0.4,9.9,0.036,0.064,0.069,0.012,0.068,0.023,0.1,0.06,0,0.007,0.2,0.093,261.3,0.034,0.2,6.5,0.086,160.3,33,0.014,0.6,274.886
870,blue cheese,106,8.6,5.6,2.3,0.2,0.7,0.2,6.4,0,22.5,0.3,12.7,0.018,0.008,0.03,0.011,0.1,0.3,0.5,0.015,0,0.087,0.09,0.047,158.4,0.004,0.063,6.9,0.054,116.1,76.8,0.035,0.8,174.154
